,unit_id,T_F,t_F,T_T,t_T,T_S,t_S,T_T2,t_T2,T_H,t_H,conc,isolate
579,79,4.277320699,1.605303447,5.071059062,3.525668879,0.498070074,3.974370292,9.181399923,0.025933335,5.146518831,14,2.108797488,433
580,80,4.460617997,1.903081611,6.73562529,5.224996627,1.097278508,5.532749074,8.643247631,0.054318642,3.414928353,14,2.075519229,433
581,81,3.934659485,1.293730155,2.489119391,4.933151561,4.001332916,0.144315487,7.307683556,0.049304298,2.707097793,14,2.004637239,433
582,82,4.212514679,1.19126011,5.312719863,5.571893512,3.080663869,3.548947949,9.669228653,0.020521954,0.447988565,14,2.015014362,433
583,83,3.899994369,1.886450943,7.641447546,6.066465228,4.109286592,5.179588948,8.579201709,0.051184355,1.685569259,14,2.140467569,433
584,84,3.825352152,1.503339486,4.601850829,9.017621674,1.597786405,0.992156859,8.048226247,0.033190301,4.388016307,14,2.082012405,433
585,85,4.257087148,1.877057543,2.73670832,3.890986223,2.977466525,7.461099406,7.730407678,0.054260664,4.029578146,14,2.028488063,433
586,86,3.702692255,1.189193622,3.462571703,3.944353488,2.739496864,6.556729589,8.803360961,0.026819252,3.592367176,14,2.016817579,433
587,87,4.211121222,1.758103052,4.384145752,6.976363742,-0.267263216,1.606277007,9.781737421,0.039271948,5.729985966,14,2.245594639,433
588,88,3.621691921,1.724498893,3.562733585,7.247769482,2.54200579,3.701085807,9.102222795,0.056955856,-0.191050959,14,2.005504884,433
589,89,3.745488514,1.943724818,3.421404467,3.021454286,3.678078198,7.141744434,8.192977735,0.033526987,1.166776155,14,2.0070776,433
590,90,3.643304379,1.547646587,3.92698582,8.715103403,4.019246018,3.474179746,8.081581897,0.034895038,3.806757366,14,2.042747869,433
591,91,3.739629415,1.711743868,3.952375111,3.302959919,2.208981737,1.73850779,8.85513553,0.041218425,4.010417524,14,2.023664079,433
592,92,3.558934377,1.3889051,3.416113202,3.273888726,1.749532244,3.777849579,9.013481115,0.023530167,3.562611139,14,2.012360176,433
593,93,4.142288259,1.100873126,9.074294666,8.165700974,3.908612664,1.166955109,8.5186074,0.07659461,5.084598457,14,3.568793088,433
594,94,4.376269213,1.927302089,4.407111482,5.290074535,0.414863332,4.764627695,9.818448972,0.011401676,-0.078710437,14,2.007097539,433
595,95,4.278914677,1.2832325,5.212782418,3.361066838,1.609462209,1.736140266,8.434168,0.045082743,3.554521528,14,2.022313099,433
596,96,4.297308826,1.590573159,6.152071737,4.541027235,5.277461544,3.95398607,7.799703922,0.040048316,2.078202185,14,2.045021086,433
597,97,3.955274454,1.110360605,3.190764771,6.08744919,5.021982849,0.389351958,9.037326132,0.050193311,6.851254743,14,2.543162355,433
598,98,3.910084082,1.840507032,3.332362193,4.350194842,2.44933832,7.67061691,6.298217678,0.0183056,4.701844445,14,2.052698587,433
599,99,4.310870243,1.317963684,2.763180497,4.557617564,3.320997647,1.760742953,8.891973744,0.05409666,5.023063412,14,2.066538093,433
600,100,4.10493329,1.782851337,8.186639084,3.307042576,0.455812737,4.635289479,8.996960952,0.046619527,6.254489071,14,2.713610727,433
601,1,3.765508663,1.654723928,4.148440101,6.168166298,3.036923311,2.88692146,8.705162903,0.035502506,5.156182321,14,2.000143103,457
602,2,3.8721239,1.353197272,3.91355841,2.84794015,5.339971915,5.264921113,5.491951401,0.017657137,7.298163387,14,2.418779258,457
603,3,4.072853363,1.270260146,5.260877397,5.221592884,5.15585918,2.147959007,7.133888069,0.032100108,6.858572729,14,2.153273737,457
604,4,4.40820779,1.992684061,4.155032132,5.07758523,1.704365959,0.3223482,8.07589774,0.070996607,-0.833956036,14,2.000000229,457
605,5,3.701681931,1.633493264,3.714939755,4.675295241,3.5007191,1.702456005,8.736803664,0.02512971,2.120579107,14,2.000000325,457
606,6,4.398389685,1.213208135,5.26961089,9.367121559,3.274389205,5.34923282,6.15727688,0.056244909,8.183602677,14,4.619484114,457
607,7,4.444675269,1.129372348,5.492023831,3.51964793,2.275880858,0.22388273,9.461696633,0.029973787,4.89082999,14,2.000124028,457
608,8,4.160797792,1.478118034,3.401295127,7.10251564,3.218195161,1.421666633,7.895574266,0.029782269,4.152819871,14,2.000010921,457
609,9,4.129114044,1.92407447,4.096914268,2.569738493,2.004123503,3.452232359,7.747122721,0.015692719,4.199817069,14,2.000010202,457
610,10,3.56178627,1.598760967,6.379175733,4.796865929,3.057250358,6.137075016,6.944388407,0.039548827,7.538802859,14,3.482695612,457
611,11,3.705974575,1.976170695,8.660721778,3.254150777,1.579555861,6.761235331,7.046106262,0.054024786,3.586240591,14,2.000006467,457
612,12,3.676556753,1.731792512,3.198050857,3.638021047,-0.16637418,4.509519012,8.556331836,0.028250359,1.172175302,14,2.000000208,457
613,13,4.187022847,1.356726912,6.682559813,7.328076958,4.078108881,3.411697364,9.009369407,0.027865441,6.119333193,14,2.009032837,457
614,14,3.884103718,1.431473691,8.444839611,6.449806974,5.035541046,3.326247491,6.40211704,0.061932804,4.260517651,14,2.065036768,457
615,15,4.26984142,1.148211561,7.096577936,4.101553642,1.744266975,0.654779057,7.495638021,0.035049806,-0.284220185,14,2.000000227,457
616,16,3.997699242,1.013077575,4.328465547,5.232933189,0.04407844,2.383615254,9.035771722,0.036801966,3.086932613,14,2.000001558,457
617,17,4.217618508,1.715566066,5.964216721,2.729768864,3.45603435,4.062461554,8.046962915,0.027484435,8.812988027,14,4.895970855,457
618,18,4.491906095,1.103184236,8.527573896,4.569290218,2.219523554,0.741566652,9.745746673,0.058008693,2.508547792,14,2.000000567,457
619,19,3.880035179,1.446284349,8.53353949,8.822883286,-0.819793132,0.608412505,9.095498034,0.020116127,5.874936368,14,3.937555888,457
620,20,4.277445221,1.640101045,4.46124864,5.890515669,2.303837347,6.323635266,8.50488445,0.056985008,4.279320367,14,2.000012544,457
621,21,4.434705231,1.99183862,4.125292726,6.115134653,1.165459399,0.717871496,8.779360782,0.056114046,7.746272261,14,2.391433164,457
622,22,3.712142521,1.495593578,3.625570732,4.354046457,1.686256556,4.239075139,7.794093875,0.030647981,4.98524533,14,2.000060437,457
623,23,4.151673766,1.484349524,4.386965975,4.821626101,0.218169747,4.944732613,9.128017153,0.056968406,5.168106702,14,2.000061393,457
624,24,3.625555096,1.173442335,5.228272808,9.579859213,1.703962334,1.835515724,9.98021396,0.059735397,4.356223657,14,2.000008284,457
625,25,3.767220669,1.754820945,8.120120894,7.446317568,-0.589924142,0.658336392,9.58342991,0.051512406,4.490847507,14,2.029767967,457
626,26,3.886114093,1.453895489,5.23233881,8.554205347,2.65494819,0.07300482,7.686755743,0.080496841,2.870691694,14,2.000001267,457
627,27,3.513390333,1.511169784,4.102767666,7.093753134,2.773716164,4.261644444,6.881123151,0.016701581,5.707104192,14,2.001261349,457
628,28,3.882387957,1.207545113,2.720386435,6.869216586,0.525511939,2.633495784,8.390344301,0.012469616,3.464539284,14,2.000000941,457
629,29,4.369690846,1.228658143,4.798265567,4.105416661,1.147132935,0.86565209,8.940889371,0.043353599,6.332657702,14,2.010665273,457
630,30,3.840348997,1.595711996,7.395002846,6.728428333,3.326913745,4.843863785,9.85099398,0.071692582,4.856397959,14,2.021223751,457
631,31,3.982080115,1.574872198,4.491759074,9.215157029,2.192498103,1.189779463,7.181390515,0.073557779,6.043993096,14,2.000672955,457
632,32,4.099565825,1.07706438,3.416281563,4.251122847,2.123278261,4.471834613,8.864384593,0.049765934,1.062205493,14,2.000000036,457
633,33,3.993541307,1.03554058,4.607982703,4.791653973,3.309477312,8.049665729,8.733499835,0.057573465,5.75196611,14,2.001308944,457
634,34,3.686217601,1.642795492,5.860967772,7.092409687,0.164374451,6.684807898,9.693955261,0.037102503,1.72214253,14,2.00000022,457
635,35,4.327373319,1.9286152,4.675609785,2.666571358,4.27419868,4.055986025,8.472090028,0.049379435,8.161006314,14,3.573123221,457
636,36,4.168466738,1.598092422,6.201829705,4.618436839,2.290380749,3.074876866,8.142701145,0.04752471,7.49213416,14,2.774939243,457
637,37,4.294239861,1.560900748,6.200517853,4.991657402,3.573159201,1.184765193,7.353185864,0.024779194,5.757517835,14,2.005034629,457
638,38,3.607943626,1.526027724,5.451569607,3.375228151,4.161393923,7.028042923,7.982579516,0.034134101,3.621974318,14,2.000032644,457
639,39,4.223710946,1.985095224,4.85111104,5.664015355,2.702264747,3.788572561,8.137876227,0.037303175,3.289385564,14,2.000001872,457
640,40,3.91127443,1.507641822,4.956432663,8.841249832,0.718326297,1.307379635,8.333296721,0.067876916,6.212084766,14,2.025671548,457
641,41,4.320946294,1.682788079,4.320571203,9.312608194,4.393336201,1.176645808,7.456332561,0.019260226,0.242763747,14,2.000002197,457
642,42,4.147060194,1.601541218,5.573024883,3.520371662,-1.300296901,6.157207152,6.527065066,0.055365564,10.87625927,14,5.979372867,457
643,43,4.282932762,1.238868678,7.95892473,5.460822662,1.319376668,0.402069832,9.014671633,0.023676788,6.020923073,14,2.148528985,457
644,44,4.053036312,1.258165927,3.487668168,4.719534932,1.839792724,1.262249503,7.409426416,0.031277862,4.598557497,14,2.000022769,457
645,45,4.02971958,1.729309623,4.785732422,6.182590183,2.000982134,3.841319974,7.614382427,0.058094101,3.7657253,14,2.000001862,457
646,46,4.289356232,1.452570831,3.874131107,4.113611419,4.136835036,4.059522585,8.61110643,0.024738275,1.018647632,14,2.000002913,457
647,47,3.523331202,1.175126768,4.847167501,5.112903971,2.545199408,3.695241509,7.391090002,0.03317866,2.741393553,14,2.000000826,457
648,48,3.977230065,1.74669827,3.424407824,3.486926409,3.032901686,0.538216594,8.807566624,0.070048491,3.967987185,14,2.000005127,457
649,49,4.232313739,1.10498764,4.990537235,4.64565778,2.174621337,2.738116637,7.393105528,0.050566154,0.612922203,14,2.000000227,457
650,50,4.192731556,1.864544949,8.371701537,6.484781268,1.854204185,1.593824916,8.847653649,0.050843827,5.060125872,14,2.133425115,457
651,51,3.977619622,1.614644972,6.673822778,5.191331753,3.551991452,1.793580253,7.626735465,0.037266533,4.687279111,14,2.000839369,457
652,52,4.361209477,1.557159539,8.234114626,2.51554901,4.363211043,2.246222825,8.577303123,0.017265323,2.200103557,14,2.000000375,457
653,53,3.938097107,1.328777319,5.039872639,6.886253117,3.330931199,1.339610426,8.203131358,0.010067457,2.518643763,14,2.000000641,457
654,54,3.744797277,1.453131445,5.707538397,4.880667325,2.974503932,1.280093843,7.31675776,0.035532287,2.996844806,14,2.000001246,457
655,55,3.570679047,1.500440973,5.107385193,9.075778066,1.534518101,7.640721609,8.511292688,0.080034385,6.573004513,14,2.00654988,457
656,56,3.59946616,1.180866361,3.261521551,4.19121018,4.011823054,4.337535491,9.491601036,0.044434076,6.815751525,14,2.035843686,457
657,57,3.816271707,1.529630603,4.056174511,7.383646952,1.599373073,5.488722566,7.127288729,0.043287458,3.523234857,14,2.000000853,457
658,58,4.018634263,1.075275746,5.172055861,2.720642993,1.788204809,2.363328067,8.250389067,0.046652472,2.432015367,14,2.000000237,457
659,59,4.162005076,1.277755933,4.601004222,7.739611488,3.843337601,5.631923117,9.659424527,0.03229584,5.113681496,14,2.000441357,457
660,60,3.906830187,1.212699519,8.257718418,5.125257226,5.395329138,1.634479299,7.385777652,0.012024919,6.311282552,14,2.812047012,457
661,61,4.412875924,1.284790481,5.296264559,2.981826098,2.786098822,2.958991015,5.971499311,0.093514816,3.590140792,14,2.00000488,457
662,62,3.793603373,1.895094103,4.3659355,4.463814002,1.540068782,6.19021426,7.564097441,0.031526278,11.8079761,14,5.979499926,457
663,63,3.959065726,1.446235323,4.195840283,7.295142447,0.159596069,3.852601603,7.532760542,0.03402797,8.198228728,14,3.197406972,457
664,64,3.832394674,1.77998489,6.85753008,4.156991337,1.704140638,5.423507553,8.547488592,0.035039835,3.556282065,14,2.000006014,457
665,65,4.150870467,1.880619035,6.281190726,5.689151054,0.608307212,2.832796043,8.096263207,0.035053922,1.249959541,14,2.000000228,457
666,66,3.758016781,1.41312421,3.623088501,7.289456169,1.83392135,1.457476084,8.731496128,0.034889792,8.153985905,14,3.333024399,457
667,67,3.978545248,1.063808481,2.90187081,2.600482697,3.009882503,7.077615387,8.077627592,0.075693256,3.823982028,14,2.000006513,457
668,68,4.266310671,1.335487492,6.62342145,6.342821231,0.766657234,1.969534974,8.874118395,0.075271727,3.061696898,14,2.000076375,457
669,69,3.584246914,1.723725947,5.799602202,6.318574213,2.580821016,4.676236229,8.133994225,0.053792004,0.392196761,14,2.000000192,457
670,70,4.37532133,1.337615333,3.649414102,5.088615994,4.334373081,5.366655162,9.690101447,0.017985187,0.830283106,14,2.000001315,457
671,71,3.839072938,1.630414122,2.880769627,4.966045887,3.633802083,8.076660755,7.762672475,0.054290187,8.582010473,14,4.656938352,457
672,72,4.33944035,1.840614554,3.263120568,5.56130148,-0.069241289,0.531136192,8.790666645,0.035070594,4.86921397,14,2.000031291,457
673,73,3.846683489,1.856131665,4.639232893,8.206050498,3.95564662,0.447467296,7.615150432,0.033604277,8.394613964,14,4.239951432,457
674,74,3.833774931,1.391359281,3.647885417,3.880415059,3.01663428,0.581330505,8.708006479,0.067252886,10.27507225,14,5.97500875,457
675,75,3.976351245,1.380493886,4.287045316,3.825826456,1.566448557,0.611117879,8.452269828,0.015442348,3.621327376,14,2.000003576,457
676,76,4.392198336,1.895445426,3.775431444,4.889443682,4.683665534,0.845264406,6.815479354,0.029775615,6.212734406,14,2.003407401,457
677,77,4.364339471,1.644315763,4.100662446,4.465075613,1.037782995,6.579007354,8.355773443,0.0253761,6.298373984,14,2.002660886,457
678,78,3.889989543,1.741078649,3.71529282,7.5334923,1.254894252,0.54004723,9.680213666,0.04039504,4.889068917,14,2.000033838,457
679,79,4.277320699,1.605303447,5.071059062,3.525668879,0.498070074,3.974370292,9.181399923,0.025933335,5.146518831,14,2.000179217,457
680,80,4.460617997,1.903081611,6.73562529,5.224996627,1.097278508,5.532749074,8.643247631,0.054318642,3.414928353,14,2.000001601,457
681,81,3.934659485,1.293730155,2.489119391,4.933151561,4.001332916,0.144315487,7.307683556,0.049304298,2.707097793,14,2.000000747,457
682,82,4.212514679,1.19126011,5.312719863,5.571893512,3.080663869,3.548947949,9.669228653,0.020521954,0.447988565,14,2.000000853,457
683,83,3.899994369,1.886450943,7.641447546,6.066465228,4.109286592,5.179588948,8.579201709,0.051184355,1.685569259,14,2.000335219,457
684,84,3.825352152,1.503339486,4.601850829,9.017621674,1.597786405,0.992156859,8.048226247,0.033190301,4.388016307,14,2.000096591,457
685,85,4.257087148,1.877057543,2.73670832,3.890986223,2.977466525,7.461099406,7.730407678,0.054260664,4.029578146,14,2.000010413,457
686,86,3.702692255,1.189193622,3.462571703,3.944353488,2.739496864,6.556729589,8.803360961,0.026819252,3.592367176,14,2.000002229,457
687,87,4.211121222,1.758103052,4.384145752,6.976363742,-0.267263216,1.606277007,9.781737421,0.039271948,5.729985966,14,2.000228263,457
688,88,3.621691921,1.724498893,3.562733585,7.247769482,2.54200579,3.701085807,9.102222795,0.056955856,-0.191050959,14,2.000000198,457
689,89,3.745488514,1.943724818,3.421404467,3.021454286,3.678078198,7.141744434,8.192977735,0.033526987,1.166776155,14,2.000000221,457
690,90,3.643304379,1.547646587,3.92698582,8.715103403,4.019246018,3.474179746,8.081581897,0.034895038,3.806757366,14,2.000022639,457
691,91,3.739629415,1.711743868,3.952375111,3.302959919,2.208981737,1.73850779,8.85513553,0.041218425,4.010417524,14,2.00000777,457
692,92,3.558934377,1.3889051,3.416113202,3.273888726,1.749532244,3.777849579,9.013481115,0.023530167,3.562611139,14,2.000001396,457
693,93,4.142288259,1.100873126,9.074294666,8.165700974,3.908612664,1.166955109,8.5186074,0.07659461,5.084598457,14,3.369456236,457
694,94,4.376269213,1.927302089,4.407111482,5.290074535,0.414863332,4.764627695,9.818448972,0.011401676,-0.078710437,14,2.000000229,457
695,95,4.278914677,1.2832325,5.212782418,3.361066838,1.609462209,1.736140266,8.434168,0.045082743,3.554521528,14,2.000003805,457
696,96,4.297308826,1.590573159,6.152071737,4.541027235,5.277461544,3.95398607,7.799703922,0.040048316,2.078202185,14,2.000025746,457
697,97,3.955274454,1.110360605,3.190764771,6.08744919,5.021982849,0.389351958,9.037326132,0.050193311,6.851254743,14,2.018718285,457
698,98,3.910084082,1.840507032,3.332362193,4.350194842,2.44933832,7.67061691,6.298217678,0.0183056,4.701844445,14,2.000028152,457
699,99,4.310870243,1.317963684,2.763180497,4.557617564,3.320997647,1.760742953,8.891973744,0.05409666,5.023063412,14,2.000034062,457
700,100,4.10493329,1.782851337,8.186639084,3.307042576,0.455812737,4.635289479,8.996960952,0.046619527,6.254489071,14,2.068576486,457
701,1,3.765508663,1.654723928,4.148440101,6.168166298,3.036923311,2.88692146,8.705162903,0.035502506,5.156182321,14,2.001300577,474
702,2,3.8721239,1.353197272,3.91355841,2.84794015,5.339971915,5.264921113,5.491951401,0.017657137,7.298163387,14,2.542124593,474
703,3,4.072853363,1.270260146,5.260877397,5.221592884,5.15585918,2.147959007,7.133888069,0.032100108,6.858572729,14,2.204957528,474
704,4,4.40820779,1.992684061,4.155032132,5.07758523,1.704365959,0.3223482,8.07589774,0.070996607,-0.833956036,14,2.000073402,474
705,5,3.701681931,1.633493264,3.714939755,4.675295241,3.5007191,1.702456005,8.736803664,0.02512971,2.120579107,14,2.000007341,474
706,6,4.398389685,1.213208135,5.26961089,9.367121559,3.274389205,5.34923282,6.15727688,0.056244909,8.183602677,14,4.235627752,474
707,7,4.444675269,1.129372348,5.492023831,3.51964793,2.275880858,0.22388273,9.461696633,0.029973787,4.89082999,14,2.001357196,474
708,8,4.160797792,1.478118034,3.401295127,7.10251564,3.218195161,1.421666633,7.895574266,0.029782269,4.152819871,14,2.000109469,474
709,9,4.129114044,1.92407447,4.096914268,2.569738493,2.004123503,3.452232359,7.747122721,0.015692719,4.199817069,14,2.0001465,474
710,10,3.56178627,1.598760967,6.379175733,4.796865929,3.057250358,6.137075016,6.944388407,0.039548827,7.538802859,14,3.17232054,474
711,11,3.705974575,1.976170695,8.660721778,3.254150777,1.579555861,6.761235331,7.046106262,0.054024786,3.586240591,14,2.006872909,474
712,12,3.676556753,1.731792512,3.198050857,3.638021047,-0.16637418,4.509519012,8.556331836,0.028250359,1.172175302,14,2.000001462,474
713,13,4.187022847,1.356726912,6.682559813,7.328076958,4.078108881,3.411697364,9.009369407,0.027865441,6.119333193,14,2.165542421,474
714,14,3.884103718,1.431473691,8.444839611,6.449806974,5.035541046,3.326247491,6.40211704,0.061932804,4.260517651,14,2.157003762,474
